Machine_ID,Machine_Type,Failure_Prob,Health_Score,Risk_Tier,Scenario_Name,Maintenance_Start_Hour,Maintenance_Planned,Delay_Hours,Expected_Downtime_Hours,Expected_Maintenance_Cost,Expected_Downtime_Cost,Expected_Production_Loss,Expected_Total_Cost,Decision,Decision_Reason
MCH-120,Welding Unit,0.017,98.3,Healthy,Delay 72h,72,0,72,1.37,1369.49,3390.85,385.36,9119.76,Delay,"Low failure risk (p=0.02); delay saves ₹105,669 with only 39.0h extra expected downtime."
MCH-121,Hydraulic Press,0.026,97.4,Healthy,Preventive Now,0,1,0,23.18,22447.35,21996.09,7199.43,45797.11,Delay,"Low failure risk (p=0.03); delay saves ₹34,210 with only 22.0h extra expected downtime."
MCH-121,Hydraulic Press,0.026,97.4,Healthy,Delay 72h,72,0,72,1.2,1427.48,1134.94,371.47,11586.89,Delay,"Low failure risk (p=0.03); delay saves ₹34,210 with only 22.0h extra expected downtime."
MCH-122,Welding Unit,0.984,1.6,Critical,Preventive Now,0,1,0,44.94,14539.3,100956.9,12671.66,135896.54,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹221,937 and 23.3h downtime."
MCH-122,Welding Unit,0.984,1.6,Critical,Delay 72h,72,0,72,68.29,68432.08,153399.61,19254.04,357833.95,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹221,937 and 23.3h downtime."
MCH-123,CNC Mill,0.991,0.9,Critical,Preventive Now,0,1,0,35.94,8742.3,32155.9,11314.7,108239.97,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹472,217 and 19.0h downtime."
MCH-123,CNC Mill,0.991,0.9,Critical,Delay 72h,72,0,72,54.9,82384.32,49127.42,17286.47,580456.87,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹472,217 and 19.0h downtime."
MCH-124,CNC Mill,0.984,1.6,Critical,Preventive Now,0,1,0,56.99,19333.17,132005.44,17943.71,219366.55,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹468,190 and 29.6h downtime."
MCH-124,CNC Mill,0.984,1.6,Critical,Delay 72h,72,0,72,86.59,33460.56,200576.51,27264.69,687556.66,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹468,190 and 29.6h downtime."
MCH-125,Lathe,0.011,98.9,Healthy,Preventive Now,0,1,0,37.32,14991.73,29973.16,9468.54,45373.26,Delay,"Low failure risk (p=0.01); delay saves ₹41,161 with only 36.5h extra expected downtime."
MCH-125,Lathe,0.011,98.9,Healthy,Delay 72h,72,0,72,0.82,832.83,657.24,207.62,4212.49,Delay,"Low failure risk (p=0.01); delay saves ₹41,161 with only 36.5h extra expected downtime."
MCH-126,Welding Unit,0.991,0.9,Critical,Preventive Now,0,1,0,16.99,16574.71,25920.89,4791.58,67161.93,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹212,962 and 9.0h downtime."
MCH-126,Welding Unit,0.991,0.9,Critical,Delay 72h,72,0,72,25.96,76079.7,39601.64,7320.52,280123.56,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹212,962 and 9.0h downtime."
MCH-127,Lathe,0.065,93.5,Healthy,Preventive Now,0,1,0,24.77,8758.8,51954.98,6284.96,64323.7,Delay,"Low failure risk (p=0.07); delay saves ₹31,578 with only 21.6h extra expected downtime."
MCH-127,Lathe,0.065,93.5,Healthy,Delay 72h,72,0,72,3.16,2054.2,6624.96,801.42,32745.33,Delay,"Low failure risk (p=0.07); delay saves ₹31,578 with only 21.6h extra expected downtime."
MCH-128,Conveyor,0.988,1.2,Critical,Preventive Now,0,1,0,19.45,13842.18,19173.95,7029.12,50075.41,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹146,191 and 10.2h downtime."
MCH-128,Conveyor,0.988,1.2,Critical,Delay 72h,72,0,72,29.64,53312.98,29225.34,10713.93,196266.86,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹146,191 and 10.2h downtime."
MCH-129,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,24.34,20054.69,52965.65,6863.64,73277.47,Delay,"Low failure risk (p=0.01); delay saves ₹70,700 with only 24.1h extra expected downtime."
MCH-129,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.29,229.13,634.45,82.22,2577.77,Delay,"Low failure risk (p=0.01); delay saves ₹70,700 with only 24.1h extra expected downtime."
MCH-130,Hydraulic Press,0.018,98.2,Healthy,Preventive Now,0,1,0,24.83,9403.33,56718.2,7713.15,66864.27,Delay,"Low failure risk (p=0.02); delay saves ₹58,632 with only 23.9h extra expected downtime."
MCH-130,Hydraulic Press,0.018,98.2,Healthy,Delay 72h,72,0,72,0.89,1249.58,2030.89,276.18,8232.08,Delay,"Low failure risk (p=0.02); delay saves ₹58,632 with only 23.9h extra expected downtime."
MCH-131,CNC Mill,0.008,99.2,Healthy,Preventive Now,0,1,0,11.83,12745.41,30709.16,3724.31,43865.92,Delay,"Low failure risk (p=0.01); delay saves ₹40,316 with only 11.6h extra expected downtime."
MCH-131,CNC Mill,0.008,99.2,Healthy,Delay 72h,72,0,72,0.19,317.46,490.17,59.45,3549.99,Delay,"Low failure risk (p=0.01); delay saves ₹40,316 with only 11.6h extra expected downtime."
MCH-132,Welding Unit,0.992,0.8,Critical,Preventive Now,0,1,0,5.84,10110.57,5378.66,1646.34,70330.49,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹377,393 and 3.1h downtime."
MCH-132,Welding Unit,0.992,0.8,Critical,Delay 72h,72,0,72,8.93,73890.9,8223.85,2517.22,447723.15,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹377,393 and 3.1h downtime."
MCH-133,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,43.38,12645.29,40985.65,15679.77,53978.13,Delay,"Low failure risk (p=0.01); delay saves ₹50,834 with only 42.9h extra expected downtime."
MCH-133,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.52,338.64,490.94,187.82,3144.17,Delay,"Low failure risk (p=0.01); delay saves ₹50,834 with only 42.9h extra expected downtime."
MCH-134,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,27.04,17049.08,16748.62,8398.68,34063.13,Delay,"Low failure risk (p=0.01); delay saves ₹31,844 with only 26.8h extra expected downtime."
MCH-134,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.27,282.62,167.24,83.86,2219.43,Delay,"Low failure risk (p=0.01); delay saves ₹31,844 with only 26.8h extra expected downtime."
MCH-135,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,23.54,19263.18,17821.05,8509.8,37422.76,Delay,"Low failure risk (p=0.01); delay saves ₹34,535 with only 23.3h extra expected downtime."
MCH-135,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.28,417.61,213.47,101.93,2887.92,Delay,"Low failure risk (p=0.01); delay saves ₹34,535 with only 23.3h extra expected downtime."
MCH-136,CNC Mill,0.016,98.4,Healthy,Preventive Now,0,1,0,15.07,18169.49,21756.28,4745.63,40359.44,Delay,"Low failure risk (p=0.02); delay saves ₹36,249 with only 14.6h extra expected downtime."
MCH-136,CNC Mill,0.016,98.4,Healthy,Delay 72h,72,0,72,0.48,526.72,692.88,151.13,4110.72,Delay,"Low failure risk (p=0.02); delay saves ₹36,249 with only 14.6h extra expected downtime."
MCH-137,Lathe,0.986,1.4,Critical,Preventive Now,0,1,0,5.96,23448.86,3219.36,1512.18,43111.4,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹112,820 and 3.1h downtime."
MCH-137,Lathe,0.986,1.4,Critical,Delay 72h,72,0,72,9.07,41411.15,4899.36,2301.3,155931.69,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹112,820 and 3.1h downtime."
MCH-138,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,8.31,21948.95,5469.01,2581.82,27780.58,Delay,"Low failure risk (p=0.01); delay saves ₹24,954 with only 8.2h extra expected downtime."
MCH-138,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.08,353.99,54.61,25.78,2826.09,Delay,"Low failure risk (p=0.01); delay saves ₹24,954 with only 8.2h extra expected downtime."
MCH-139,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,26.64,22201.55,61538.97,8387.94,83828.72,Delay,"Low failure risk (p=0.01); delay saves ₹82,277 with only 26.4h extra expected downtime."
MCH-139,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.27,349.23,614.47,83.75,1551.73,Delay,"Low failure risk (p=0.01); delay saves ₹82,277 with only 26.4h extra expected downtime."
MCH-140,Conveyor,0.007,99.3,Healthy,Preventive Now,0,1,0,45.19,21865.61,93416.11,16336.47,115649.08,Delay,"Low failure risk (p=0.01); delay saves ₹111,549 with only 44.6h extra expected downtime."
MCH-140,Conveyor,0.007,99.3,Healthy,Delay 72h,72,0,72,0.63,345.53,1305.08,228.23,4099.7,Delay,"Low failure risk (p=0.01); delay saves ₹111,549 with only 44.6h extra expected downtime."
MCH-141,Hydraulic Press,0.032,96.8,Healthy,Preventive Now,0,1,0,18.37,14716.09,19863.44,5707.12,35262.83,Delay,"Low failure risk (p=0.03); delay saves ₹27,667 with only 17.2h extra expected downtime."
MCH-141,Hydraulic Press,0.032,96.8,Healthy,Delay 72h,72,0,72,1.16,1781.53,1259.17,361.78,7596.03,Delay,"Low failure risk (p=0.03); delay saves ₹27,667 with only 17.2h extra expected downtime."
MCH-142,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,13.72,8254.91,7273.38,4961.03,15694.89,Delay,"Low failure risk (p=0.01); delay saves ₹14,082 with only 13.6h extra expected downtime."
MCH-142,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.16,415.44,87.12,59.43,1613.2,Delay,"Low failure risk (p=0.01); delay saves ₹14,082 with only 13.6h extra expected downtime."
MCH-143,Lathe,0.976,2.4,Critical,Preventive Now,0,1,0,55.59,19185.35,114503.44,14102.91,150901.85,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹182,327 and 28.3h downtime."
MCH-143,Lathe,0.976,2.4,Critical,Delay 72h,72,0,72,83.94,45586.48,172888.85,21294.0,333229.1,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹182,327 and 28.3h downtime."
MCH-144,Hydraulic Press,0.99,1.0,Critical,Preventive Now,0,1,0,45.91,14988.65,80300.48,14260.65,168973.3,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹520,133 and 24.2h downtime."
MCH-144,Hydraulic Press,0.99,1.0,Critical,Delay 72h,72,0,72,70.09,75292.18,122586.7,21770.31,689106.71,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹520,133 and 24.2h downtime."
MCH-145,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,8.21,21451.42,15792.34,2083.41,37394.34,Delay,"Low failure risk (p=0.01); delay saves ₹35,806 with only 8.1h extra expected downtime."
MCH-145,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.08,426.67,157.69,20.8,1588.23,Delay,"Low failure risk (p=0.01); delay saves ₹35,806 with only 8.1h extra expected downtime."
MCH-146,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,37.96,13514.02,55850.09,10701.81,69716.47,Delay,"Low failure risk (p=0.01); delay saves ₹66,470 with only 37.6h extra expected downtime."
MCH-146,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.38,339.26,557.66,106.86,3246.03,Delay,"Low failure risk (p=0.01); delay saves ₹66,470 with only 37.6h extra expected downtime."
MCH-147,Conveyor,0.99,1.0,Critical,Preventive Now,0,1,0,60.96,10259.83,146563.11,22034.77,212517.88,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹422,640 and 32.1h downtime."
MCH-147,Conveyor,0.99,1.0,Critical,Delay 72h,72,0,72,93.06,40114.66,223743.23,33638.28,635157.43,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹422,640 and 32.1h downtime."
MCH-148,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,23.84,19328.3,12973.37,6722.41,32720.02,Delay,"Low failure risk (p=0.01); delay saves ₹29,571 with only 23.6h extra expected downtime."
MCH-148,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.29,204.3,155.4,80.52,3148.75,Delay,"Low failure risk (p=0.01); delay saves ₹29,571 with only 23.6h extra expected downtime."
MCH-149,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,4.61,16687.44,8103.89,1450.98,25135.0,Delay,"Low failure risk (p=0.01); delay saves ₹22,300 with only 4.6h extra expected downtime."
MCH-149,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.06,447.05,97.07,17.38,2835.23,Delay,"Low failure risk (p=0.01); delay saves ₹22,300 with only 4.6h extra expected downtime."
MCH-150,Welding Unit,0.991,0.9,Critical,Preventive Now,0,1,0,29.71,8360.63,24067.78,8376.13,61349.53,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹243,085 and 15.7h downtime."
MCH-150,Welding Unit,0.991,0.9,Critical,Delay 72h,72,0,72,45.39,74856.63,36770.47,12796.95,304434.61,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹243,085 and 15.7h downtime."
MCH-151,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,12.92,12140.28,10902.51,4669.94,23267.41,Delay,"Low failure risk (p=0.01); delay saves ₹21,487 with only 12.8h extra expected downtime."
MCH-151,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.13,173.82,108.86,46.63,1780.13,Delay,"Low failure risk (p=0.01); delay saves ₹21,487 with only 12.8h extra expected downtime."
MCH-152,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,47.6,14387.72,52129.34,13420.6,66926.69,Delay,"Low failure risk (p=0.01); delay saves ₹62,988 with only 46.9h extra expected downtime."
MCH-152,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.67,479.66,728.28,187.49,3938.8,Delay,"Low failure risk (p=0.01); delay saves ₹62,988 with only 46.9h extra expected downtime."
MCH-153,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,38.66,15543.35,32305.25,12007.0,48018.86,Delay,"Low failure risk (p=0.01); delay saves ₹46,148 with only 38.3h extra expected downtime."
MCH-153,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.39,413.2,322.57,119.89,1870.85,Delay,"Low failure risk (p=0.01); delay saves ₹46,148 with only 38.3h extra expected downtime."
MCH-154,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,37.06,8673.33,56962.83,10447.68,65954.97,Delay,"Low failure risk (p=0.01); delay saves ₹62,873 with only 36.7h extra expected downtime."
MCH-154,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.37,387.53,568.78,104.32,3081.73,Delay,"Low failure risk (p=0.01); delay saves ₹62,873 with only 36.7h extra expected downtime."
MCH-155,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,6.41,11893.17,8696.67,2316.87,20726.59,Delay,"Low failure risk (p=0.01); delay saves ₹19,358 with only 6.3h extra expected downtime."
MCH-155,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.06,369.86,86.84,23.13,1368.33,Delay,"Low failure risk (p=0.01); delay saves ₹19,358 with only 6.3h extra expected downtime."
MCH-156,Hydraulic Press,0.009,99.1,Healthy,Preventive Now,0,1,0,13.84,23600.53,34643.38,4297.8,58754.9,Delay,"Low failure risk (p=0.01); delay saves ₹53,923 with only 13.6h extra expected downtime."
MCH-156,Hydraulic Press,0.009,99.1,Healthy,Delay 72h,72,0,72,0.25,803.72,621.9,77.15,4832.23,Delay,"Low failure risk (p=0.01); delay saves ₹53,923 with only 13.6h extra expected downtime."
MCH-157,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,6.81,22836.0,6531.98,2144.93,29684.71,Delay,"Low failure risk (p=0.01); delay saves ₹27,127 with only 6.7h extra expected downtime."
MCH-157,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.08,367.73,78.24,25.69,2557.45,Delay,"Low failure risk (p=0.01); delay saves ₹27,127 with only 6.7h extra expected downtime."
MCH-158,CNC Mill,0.012,98.8,Healthy,Preventive Now,0,1,0,45.46,16357.92,28654.02,14314.68,45906.18,Delay,"Low failure risk (p=0.01); delay saves ₹38,213 with only 44.4h extra expected downtime."
MCH-158,CNC Mill,0.012,98.8,Healthy,Delay 72h,72,0,72,1.09,1046.64,685.23,342.32,7693.53,Delay,"Low failure risk (p=0.01); delay saves ₹38,213 with only 44.4h extra expected downtime."
MCH-159,CNC Mill,0.992,0.8,Critical,Preventive Now,0,1,0,16.87,10134.54,31580.42,5311.38,103927.23,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹399,204 and 8.9h downtime."
MCH-159,CNC Mill,0.992,0.8,Critical,Delay 72h,72,0,72,25.79,40097.19,48285.72,8120.97,503131.4,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹399,204 and 8.9h downtime."
MCH-160,CNC Mill,0.988,1.2,Critical,Preventive Now,0,1,0,16.46,16626.22,27457.32,5184.01,68634.87,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹191,799 and 8.6h downtime."
MCH-160,CNC Mill,0.988,1.2,Critical,Delay 72h,72,0,72,25.1,54907.5,41851.01,7901.57,260434.07,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹191,799 and 8.6h downtime."
MCH-161,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,46.67,15208.29,58699.07,16869.71,74155.28,Delay,"Low failure risk (p=0.01); delay saves ₹71,585 with only 46.2h extra expected downtime."
MCH-161,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.47,331.76,586.11,168.44,2570.71,Delay,"Low failure risk (p=0.01); delay saves ₹71,585 with only 46.2h extra expected downtime."
MCH-162,Welding Unit,0.988,1.2,Critical,Preventive Now,0,1,0,25.67,11423.82,43712.03,7237.21,126331.92,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹495,700 and 13.5h downtime."
MCH-162,Welding Unit,0.988,1.2,Critical,Delay 72h,72,0,72,39.12,80764.58,66626.8,11031.11,622031.8,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹495,700 and 13.5h downtime."
MCH-163,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,23.14,14421.2,36025.42,5870.86,50756.01,Delay,"Low failure risk (p=0.01); delay saves ₹47,912 with only 22.9h extra expected downtime."
MCH-163,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.28,349.46,431.53,70.32,2843.53,Delay,"Low failure risk (p=0.01); delay saves ₹47,912 with only 22.9h extra expected downtime."
MCH-164,Welding Unit,0.016,98.4,Healthy,Preventive Now,0,1,0,22.91,10649.93,39060.6,6459.24,50681.98,Delay,"Low failure risk (p=0.02); delay saves ₹41,566 with only 22.2h extra expected downtime."
MCH-164,Welding Unit,0.016,98.4,Healthy,Delay 72h,72,0,72,0.73,1395.61,1243.97,205.71,9115.92,Delay,"Low failure risk (p=0.02); delay saves ₹41,566 with only 22.2h extra expected downtime."
MCH-165,Welding Unit,0.989,1.1,Critical,Preventive Now,0,1,0,36.7,9414.96,45892.05,10346.49,102019.32,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹362,859 and 19.3h downtime."
MCH-165,Welding Unit,0.989,1.1,Critical,Delay 72h,72,0,72,55.98,83459.16,70004.22,15782.65,464878.78,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹362,859 and 19.3h downtime."
MCH-166,Hydraulic Press,0.008,99.2,Healthy,Preventive Now,0,1,0,28.77,10986.89,36381.7,8935.51,47624.54,Delay,"Low failure risk (p=0.01); delay saves ₹44,915 with only 28.3h extra expected downtime."
MCH-166,Hydraulic Press,0.008,99.2,Healthy,Delay 72h,72,0,72,0.46,422.62,580.71,142.63,2709.65,Delay,"Low failure risk (p=0.01); delay saves ₹44,915 with only 28.3h extra expected downtime."
MCH-167,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,44.39,16174.35,101533.96,11262.22,117895.51,Delay,"Low failure risk (p=0.01); delay saves ₹114,879 with only 43.8h extra expected downtime."
MCH-167,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.62,349.96,1418.5,157.34,3016.46,Delay,"Low failure risk (p=0.01); delay saves ₹114,879 with only 43.8h extra expected downtime."
MCH-168,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,21.83,8071.07,50781.11,6781.15,59039.46,Delay,"Low failure risk (p=0.01); delay saves ₹56,875 with only 21.6h extra expected downtime."
MCH-168,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.22,408.5,507.05,67.71,2164.06,Delay,"Low failure risk (p=0.01); delay saves ₹56,875 with only 21.6h extra expected downtime."
MCH-169,CNC Mill,0.01,99.0,Healthy,Preventive Now,0,1,0,17.55,15068.94,41344.56,5526.65,56793.93,Delay,"Low failure risk (p=0.01); delay saves ₹52,897 with only 17.2h extra expected downtime."
MCH-169,CNC Mill,0.01,99.0,Healthy,Delay 72h,72,0,72,0.35,536.79,824.42,110.2,3897.36,Delay,"Low failure risk (p=0.01); delay saves ₹52,897 with only 17.2h extra expected downtime."
MCH-170,Conveyor,0.018,98.2,Healthy,Preventive Now,0,1,0,9.55,24787.88,25907.9,3452.5,52037.65,Delay,"Low failure risk (p=0.02); delay saves ₹41,547 with only 9.2h extra expected downtime."
MCH-170,Conveyor,0.018,98.2,Healthy,Delay 72h,72,0,72,0.34,616.93,927.67,123.62,10490.41,Delay,"Low failure risk (p=0.02); delay saves ₹41,547 with only 9.2h extra expected downtime."
MCH-171,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,37.96,23846.2,91376.56,11951.24,115584.89,Delay,"Low failure risk (p=0.01); delay saves ₹112,060 with only 37.6h extra expected downtime."
MCH-171,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.38,198.71,912.4,119.33,3525.3,Delay,"Low failure risk (p=0.01); delay saves ₹112,060 with only 37.6h extra expected downtime."
MCH-172,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,20.23,20776.82,45979.83,6369.79,67022.14,Delay,"Low failure risk (p=0.01); delay saves ₹64,539 with only 20.0h extra expected downtime."
MCH-172,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.2,254.57,459.11,63.6,2483.64,Delay,"Low failure risk (p=0.01); delay saves ₹64,539 with only 20.0h extra expected downtime."
MCH-173,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,25.04,8980.98,39061.0,6351.85,48191.02,Delay,"Low failure risk (p=0.01); delay saves ₹46,542 with only 24.8h extra expected downtime."
MCH-173,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.25,265.6,390.02,63.42,1649.21,Delay,"Low failure risk (p=0.01); delay saves ₹46,542 with only 24.8h extra expected downtime."
MCH-174,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,33.35,23664.97,75584.33,10358.37,99332.77,Delay,"Low failure risk (p=0.01); delay saves ₹97,763 with only 33.0h extra expected downtime."
MCH-174,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.33,258.42,754.71,103.43,1569.65,Delay,"Low failure risk (p=0.01); delay saves ₹97,763 with only 33.0h extra expected downtime."
MCH-175,CNC Mill,0.984,1.6,Critical,Preventive Now,0,1,0,19.3,10514.03,55206.39,6076.39,89180.99,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹216,371 and 10.0h downtime."
MCH-175,CNC Mill,0.984,1.6,Critical,Delay 72h,72,0,72,29.32,65264.92,83883.71,9232.82,305552.44,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹216,371 and 10.0h downtime."
MCH-176,Hydraulic Press,0.975,2.5,Critical,Preventive Now,0,1,0,10.47,17831.81,9459.7,3251.71,48745.25,Preventive Now,"High failure risk (p=0.97) makes delay expensive; PM now saves ₹176,564 and 5.3h downtime."
MCH-176,Hydraulic Press,0.975,2.5,Critical,Delay 72h,72,0,72,15.79,68012.37,14271.89,4905.87,225309.21,Preventive Now,"High failure risk (p=0.97) makes delay expensive; PM now saves ₹176,564 and 5.3h downtime."
MCH-177,Lathe,0.017,98.3,Healthy,Preventive Now,0,1,0,7.54,20097.36,17075.42,1912.4,38421.41,Delay,"Low failure risk (p=0.02); delay saves ₹28,618 with only 7.3h extra expected downtime."
MCH-177,Lathe,0.017,98.3,Healthy,Delay 72h,72,0,72,0.26,902.03,577.62,64.69,9803.84,Delay,"Low failure risk (p=0.02); delay saves ₹28,618 with only 7.3h extra expected downtime."
MCH-178,Conveyor,0.008,99.2,Healthy,Preventive Now,0,1,0,34.48,23469.14,31536.37,12464.37,55330.41,Delay,"Low failure risk (p=0.01); delay saves ₹52,001 with only 33.9h extra expected downtime."
MCH-178,Conveyor,0.008,99.2,Healthy,Delay 72h,72,0,72,0.55,660.48,503.37,198.95,3329.85,Delay,"Low failure risk (p=0.01); delay saves ₹52,001 with only 33.9h extra expected downtime."
MCH-179,Hydraulic Press,0.012,98.8,Healthy,Preventive Now,0,1,0,36.43,16511.0,98968.68,11315.23,116081.66,Delay,"Low failure risk (p=0.01); delay saves ₹108,958 with only 35.6h extra expected downtime."
MCH-179,Hydraulic Press,0.012,98.8,Healthy,Delay 72h,72,0,72,0.87,743.9,2366.73,270.59,7123.82,Delay,"Low failure risk (p=0.01); delay saves ₹108,958 with only 35.6h extra expected downtime."
MCH-180,Hydraulic Press,0.007,99.3,Healthy,Preventive Now,0,1,0,29.26,20791.86,78231.31,9088.46,99174.06,Delay,"Low failure risk (p=0.01); delay saves ₹96,477 with only 28.9h extra expected downtime."
MCH-180,Hydraulic Press,0.007,99.3,Healthy,Delay 72h,72,0,72,0.41,598.21,1092.94,126.97,2697.13,Delay,"Low failure risk (p=0.01); delay saves ₹96,477 with only 28.9h extra expected downtime."
MCH-181,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,36.96,21558.08,43332.0,9375.33,65027.93,Delay,"Low failure risk (p=0.01); delay saves ₹63,282 with only 36.6h extra expected downtime."
MCH-181,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.37,394.27,432.67,93.61,1745.99,Delay,"Low failure risk (p=0.01); delay saves ₹63,282 with only 36.6h extra expected downtime."
MCH-182,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,8.32,19883.15,7660.35,2110.08,27855.03,Delay,"Low failure risk (p=0.01); delay saves ₹25,458 with only 8.2h extra expected downtime."
MCH-182,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.12,212.7,107.02,29.48,2396.54,Delay,"Low failure risk (p=0.01); delay saves ₹25,458 with only 8.2h extra expected downtime."
MCH-183,Conveyor,0.007,99.3,Healthy,Preventive Now,0,1,0,23.05,21153.64,35543.01,8331.24,56922.76,Delay,"Low failure risk (p=0.01); delay saves ₹54,533 with only 22.7h extra expected downtime."
MCH-183,Conveyor,0.007,99.3,Healthy,Delay 72h,72,0,72,0.32,385.49,496.56,116.39,2389.4,Delay,"Low failure risk (p=0.01); delay saves ₹54,533 with only 22.7h extra expected downtime."
